dataset,origin,seed,teacher,student,r_stu,r_legacy,teacher_cal_MASE,ns_cal_MASE,g_soft,action,g_hard
ETTh1,0,123,QELM-NISQ,PatchTST,0.4451518231591929,0.5041994512946858,4.700325691375066,2.0923585509576044,0.0,reject,0.0
ETTh1,0,123,QELM-NISQ,N-HiTS,0.44526875956285283,0.5041994512946858,4.673668965012854,2.0810387826586756,0.0,reject,0.0
ETTh1,0,123,ClassicalELM,DLinear,0.8783553881892989,1.0,2.2875773882136974,2.0093059248375047,0.9458884704732473,attenuate,0.0
ETTh1,0,123,ClassicalELM,PatchTST,0.9146613188861192,1.0,2.2875773882136974,2.0923585509576044,1.0,accept,0.0
ETTh1,0,123,ClassicalELM,N-HiTS,0.909712953704136,1.0,2.2875773882136974,2.0810387826586756,1.0,accept,0.0
ETTh1,0,2024,QELM,DLinear,0.44863687694401483,0.534461652929576,4.479773118925775,2.0097914214926083,0.0,reject,0.0
ETTh1,0,2024,QELM,PatchTST,0.46973855188377384,0.534461652929576,4.479773118925775,2.1043221376520505,0.0,reject,0.0
ETTh1,0,2024,QELM,N-HiTS,0.47167730951205916,0.534461652929576,4.479773118925775,2.113007331959355,0.0,reject,0.0
ETTh1,0,2024,QELM-NISQ,DLinear,0.36205285032345874,0.4377032272384902,5.551099569295081,2.0097914214926083,0.0,reject,0.0
ETTh1,0,2024,QELM-NISQ,PatchTST,0.38066638933127145,0.4377032272384902,5.527995632471726,2.1043221376520505,0.0,reject,0.0
ETTh1,0,2024,QELM-NISQ,N-HiTS,0.38041207168447755,0.4377032272384902,5.554522291058975,2.113007331959355,0.0,reject,0.0
ETTh1,0,2024,ClassicalELM,DLinear,0.8681457476965424,1.0,2.3150391818714806,2.0097914214926083,0.920364369241356,attenuate,0.0
ETTh1,0,2024,ClassicalELM,PatchTST,0.9089790592446534,1.0,2.3150391818714806,2.1043221376520505,1.0,accept,0.0
ETTh1,0,2024,ClassicalELM,N-HiTS,0.912730699551788,1.0,2.3150391818714806,2.113007331959355,1.0,accept,0.0
ETTh1,1,42,QELM,DLinear,0.4352646800563675,0.5048276751045239,4.89727351218948,2.131610188431677,0.0,reject,0.0
ETTh1,1,42,QELM,PatchTST,0.44482349404404153,0.5048276751045239,4.89727351218948,2.17842231498146,0.0,reject,0.0
ETTh1,1,42,QELM,N-HiTS,0.44318937764124905,0.5048276751045239,4.89727351218948,2.1704196000062295,0.0,reject,0.0
ETTh1,1,42,QELM-NISQ,DLinear,0.42805812080156336,0.4943988556984787,4.979721408952866,2.131610188431677,0.0,reject,0.0
